Tweets;Status
"Turkcell'in reklaminda taksici ""Oo Okan bey internettesiniz yine diyor"" Okan bey de ""Anam misin babam mi sana hesap mi vercem oc"" demiyor.";3
I'm at Turkcell Superonline / Jade Ýletiþim https://www.swarmapp.com/c/9B0W3sWdfyB;3
+Hattýn ne ?-Nokia 3310+Hayýr hattýn ne diyorum ?-10 lira versen yeter+Turkcell Avea Vodafone ?-Bak yere atýnca hiç biþey olmuyo;3
Turkcell - Turkcell Bayram Kampanyasý http://kampanyatakip.blogspot.com/2014/10/turkcell-turkcell-bayram-kampanyas.html …;3
@kimseyokmu @ismailcingoz1 Turkcell'den sonra Avea ada engel çýkardý,günlük 20 SMS atabiliyorsunuz:(;3
@kimseyokmu 500? SMS attým TURKCELL 15 yýllýk hattý kapattý.feda olsun!AVEA bakalým ne yapacak BAÐIÞ yaz 5777e AT:)) Gömülü resim için kalýcý baðlantý;3
Kurban Bayramý Tebriði https://statune.turkcell.com.tr/statune/sharedStatune/275 …;3
Avea dan  5777 e bir mesajTurkcell'den 5777 e bir mesajVodafone dan 5777 e bir mesajBimcell den 5777 e bir mesaj...#ÞimdiYardýmZamaný;3
Anasýný siktimin þehrinde Turkcell 3 diþ çekiyor sonra neden sevmiyorum burayý sikikler;3
Bir @YouTube videosu beðendim: http://youtu.be/HXsGSy2msTo?a  Turkcell Solar Þarj Üniteleri;3
Eðer turkcell yarýn bayramýmý kutlamazsa ona küseceðim ve birdaha barýþmayacaðým;3
Garanti Link hep kazandýrýyor! http://turkcell.com.tr ’deki alýþveriþlerimde %10 bonus Garanti'den! @garanti #garantilinkturkcell;3
O deðilde turkcell hattim hala duruyor bide onda turkcellden beklerim mesaj operatörleri aldatiyorum ah canim ben xjzllkssksj;3
+Bayramýnýzý Kutluyoruz -Turkcell-Whatsapp varmý ya burdan zor oluyo .s.s.s;3
Siz kýzsanýz korupark turkcell de çalýþan pelin ne acaba¿;3
KÝM DEMÝÞ TURKCELL ÇEKMÝYOR DÝYE AQ Fotoðrafý görüntüle 2 retweet 10 favori;3
- Hattýn ne ?+ I phone 6- Hayýr hattýn ne diyorum ?+ 3.500 tl- Turkcell Avea Vodafone ?+ Böbreðimi satýp aldým lan :D;3
Cem Yýlmaz'ýn Pek Yakýnda filmini hiç beðenmedim, sýradan olmuþ, ayrýca aldýðý Pepsi, Turkcell reklamýyla bedavaya getirmiþ filmi.;3
Turkcell Akademi ile herkes “finans okuryazarý” olacak: Turkcell Akademi ile herkes “finans okuryazarý” olacak... http://bit.ly/1n090nx;3
Hattýn ne ?+ I phone 6- Hayýr hattýn ne diyorum ?+ 3.500 tl- Turkcell Avea Vodafone ?+ Böbreðimi satýp aldým;3
Vali Altýparmak Turkcell Global Bilgi'de...http://www.eksi25haber.com/vali-altiparmak-turkcell-global-bilgi39-de-3326h.htm … @a_altiparmak @ErzurumValilik @Kamilkarabork @ErzurumEmniyeti;3
Fakirlikten turkcell sarý puanlarla sinemaya gitmeye çalýþýyoruz allahým help;3
Turkcell'in yeni reklamýný izledim diyo ki: o uygulamayý indirmezsen çevren, ortamýn olmaz insandan sayýlmazsýn tek yol onu indirmen.;3
- Baba bak Turkcell'den fatura gelmiþ.. + telefon faturasý mý?- Turkcell yazdýðýna göre doðalgaz baba..;3
Turkcell 250 ymiþ neyse;3
#Kampanyamerkez2yaþýnda @Kampanyamerkez 2 Yaþýna Giriyor, Turkcell T50 Sizi Bekliyor.. http://www.kampanyamerkez.com/2014/08/2-yasinda.html … #Kampanyamerkez2yaþýnda;3
turkcell çok abaza glb heryerde çekiyo .s .s ps spk .s .s;3
Ben vodafone sen turkcell olmuyor be lkdkdjdj;3
Turkcell bana 10 GB internet verse yine bitiririm. Yetmiyor amk þeyi...;3
TURKCELL GENEL MÜDÜRÜ: RAKÝPLERÝMÝZ ÝÞÝ YAVAÞLATMA PEÞÝNDE http://www.6n1k.com.tr/haber/16601/turkcell-genel-muduru-rakiplerimiz-isi-yavaslatma-pesinde/ … Gömülü resim için kalýcý baðlantý;3
gnçtrkcll üyeleri için kampanya sürüyor. üyeyseniz bu fýrsatý kaçýrmayýn.#sanakapakolsun #gnctrkcllhttp://gnctrkcll.turkcell.com.tr/tarife/sana-kapak-olsun-com …;3
Bende Turkcell'e baya bi saydýrdým meðer face çökmüþ :D :D;3
@peaceheadd alöö turkcell müþteri temsilcisi duygu hanýmla mý görüþüyöörüm :Dd;3
Turkcell internetimin hýzýný düþürünce hayat çok daha kötü bir hal alýyor bunu anlamýþ bulunuyorum.;3
Dacia Dokker reklamýnda Turkcell'in Kayseri Mantýsý yeniyor bak diyim =));3
Turkcell ilk defa düþük fatura gönderdiðin için seni kýnýyorum. #BoykotTurkcell #TurkcellIstýfa Gömülü resim için kalýcý baðlantý;3
BOLU'DAKÝ 150 SPORCU TURKCELL ÝÇÝN KULAÇ ATTI - http://www.medyabolu.com/turkcell-icin-yuzduler/ …;3
ÜCRETSÝZ KARGO!Alýþveriþlerinizde Turkcell'den konuþma paketi hediye!Axess' e Peþin Fiyatýna 3 TaksitMaximum... http://fb.me/3mXKC3FGI;3
Sonuna Kadar.Yüreðini Koy Sahaya, Türkiye ve Turkcell Hep Yanýnda!: http://youtu.be/c04xAcM4bu4  @YouTube;3
@Kampanyamerkez 2 Yaþýna Giriyor, Turkcell T50 Sizi Bekliyor.. http://www.kampanyamerkez.com/2014/08/2-yasinda.html … #Kampanyamerkez2yaþýnda;3
Ntv spor geçim kaynaðýný A milli takýmýn turkcell reklamiyla saðlýyor bence :<];3
Ya þu Turkcell'in 'çak bi' selam'lý reklamýnýn sonunda görünen aðlayan uzun saçlý çocuk þu an n'apýyo acaba. Baya üzülüyorum :(;3
Yüreðini Koy Sahaya, Türkiye ve Turkcell Hep Yanýnda!: http://youtu.be/c04xAcM4bu4  @YouTube aracýlýðýyla;3
"Turkcell müþteri hizmetlerinde gece vardiyasýný kapan arkadaþýmý tele baðlatýp ""Sordum sarý çiçeðe"" dinletiyorum.Izdýrabýným sabaha kadar.";3
#yüreðinikoy Türkiye A Milli Basketbol Takýmý FIBA 2014 Þarkýsý (Turkcell Reklamý): http://youtu.be/9KRFaHF0ano;3
turkcell cepten bedava arkadaþlýk sitesi http://firmasemti.com/firmalar/turkcell_cepten_bedava_arkadaslik_sitesi/38720 …;3
turkcell bedava internet paketi nasil yapiliyor http://firmasemti.com/firmalar/turkcell_bedava_internet_paketi_nasil_yapiliyor/36438 …;3
Jale Özgentürk - Turkcell için yerli yabancý bankalarla görüþüyoruz - http://rdk.al/1kP1Nz1  @jaleozgenturk;3
sizcede turkcell reklami çok komik deðil mi? :D:D:S;3
Hicbir zaman classics cubuk,coca cola,genc turkcell reklamlarindaki gibi arkadas ortamim ve eylemceli bir hayatim olmayacak arkdslr aqlioruw;3
Turkcell aboneleri, 20 yýlda 600 milyar dakika konuþtu http://www.zaman.com.tr/bolge-haberleri_turkcell-aboneleri-20-yilda-600-milyar-dakika-konustu_2225262.html …;3
Amazon akýllý telefonu Fire Phone’u duyurdu - Turkcell Blog http://blog.turkcell.com.tr/amazon-akilli-telefonu-fire-phoneu-duyurdu … via @Turkcell;3
#Ekonomi Murat Ülker, Turkcell'e gerekli finansman desteði için  bankalarla görüþtüklerini açýkladý. http://bit.ly/1ykulKU;3
Turkcell aboneleri, 20 yýlda 600 milyar dakika konuþtu http://www.zaman.com.tr/bolge-haberleri_turkcell-aboneleri-20-yilda-600-milyar-dakika-konustu_2225262.html …Özeti görüntüle 0 retweet 0 favori;3
Amazon Fire Phone detaylariyla Turkcell Blog'da... http://blog.turkcell.com.tr/amazon-akilli-telefonu-fire-phoneu-duyurdu/ …;3
Baba bak turkcellden fatura gelmiþ -Telefon faturasýmý +Turkcell yazdýðýna göre doðalgaz baba;3
Rezan Kiraz, Turkcell Akýllý Kadýnlar Kulübü`nde sizler için burçlarý yorumluyor: Boða Burcu Aþk Hayatý http://www.facebook.com/TurkcellAkilliKadinlarKulubu/app_360216020740554?app_data=eyJwYWdlIjoiaG9yb3Njb3BlXC9kZXRhaWwiLCJxcyI6ImlkPTImdHlwZT0yIn0= …;3
Amazon Fire Phone'u duyurdu, Ayrýntýlar Turkcell blog yazýmda http://blog.turkcell.com.tr/amazon-akilli-telefonu-fire-phoneu-duyurdu/ … #firephone #AmazonÖzeti görüntüle 0 retweet 2 favori;3
TURKCELL sonunda yýllardýr kontör yuklemedýgmý anlamýþ galýba 2 gundur durduk yere mesaj atýo.Hani býz olayý cozduk haberýn olsun gýbýsýnden;3
Turkcell’den “Ýþ’te Teknoloji Hamlesi” http://dlvr.it/62WcTV;3
Turkcell benim fikrim http://bit.ly/1qeEJ1Z;3
Çok net. Fakirliðimi yüzüme birlikte vurdunuz Apple ve Turkcell ?? Gömülü resim için kalýcý baðlantý;3
I'm at Turkcell Global Bilgi (Erzurum) http://4sq.com/1h661XG;3
Türkiye’nin ilk 4G’li akýllý telefon Turkcell T50 http://www.dikili.biz.tr/?p=15964;3
"@TubaSaleh @omgAdamSaleh haha turkcell turkish girl ;)";3
Turkcell Ceo'su Süreyya Ciliv: http://ift.tt/1o6tHMe  #turkey #türkiye;3
'Turkcell'in sihirli kelimesi inovasyon': Turkcell CEO'su Süreyya Ciliv, þirketin 2012 ve 2013 yýlýnda Avrupa'... http://bit.ly/1h5UI1r;3
turkcell e sms i olmayan var mý? Tl i vereyim 3 gün sonra sms bitcek kalan 9149, yaptýn paketi madem neden kullanmýyon diye dalga gecmesin;3
Turkcell Geleceði Yazanlar 12 Haziran'da Ýzmirli mobil uygulama geliþtiricisi ve meraklýlarý ile Swissotel'de... http://fb.me/2nEFtkPtN;3
Yakýnda Turkcell Genel Müdürü Süreyya Ciliv e de havuz çakmaya baþlar. Aslýnda geciktiler bile.Çoktan listeye almýþlardý. #PARANOYAihtiyacý;3
'Turkcell'in sihirli kelimesi inovasyon': Turkcell CEO'su Süreyya Ciliv, þirketin 2012 ve 2013 yýlýnda Avrupa'... http://news24h.allnews24h.com/5t9c;3
'Turkcell'in sihirli kelimesi inovasyon' http://www.dunya.com/turkcellin-sihirli-kelimesi-inovasyon-229757h.htm …;3
Merhabalar,Turkcell Geleceði Yazanlar 12 Haziran'da Ýzmirli mobil uygulama geliþtiricisi ve meraklýlarý ile... http://fb.me/254CV3EXp;3
Baskan Turkcell CEOsu Süreyya Ciliv'den forma reklamý alýrsa saygým ve takdirim en az çarpý 2 olur...;3
Baþkanýmýz Recep Bölükbaþý þuanda Hilton'da Turkcell Ceo'sundan forma reklamý sözü alýyor. Hayýrlý olsun..;3
Geleceði Yazanlar | iOS'in Android'den Ödünç Aldýklarý Artýyor via @bahrio : https://gelecegiyazanlar.turkcell.com.tr/blog/iosin-androidden-odunc-aldiklari-artiyor …;3
Turkcell sponsor oluyosa 2. Kez Turkcell'in sponsorlugunda þampiyon olabiliriz.;3
@dikkatmucovar  turkcell *253# arama yap Vodofon : Gizli Numaraya AÇ yazýp 7046?ya mesaj yollayabilirsiniz avea: *100# arayarak orayý dnle;3
Geleceði Yazanlar | iOS'in Android'den Ödünç Aldýklarý Artýyor https://gelecegiyazanlar.turkcell.com.tr/blog/iosin-androidden-odunc-aldiklari-artiyor …;3
Fakirlikten 2 saattir turkcell bedava paket arýyorumm :/;3
Baþlamayan Turkcell kampanyasýyla 2.dondurmayý sipariþ ettirip,daha sonra kampany... Foursquare Tip @kahvedunyasitr http://4sq.com/1kuyFBa;3
Kral tv'nin, serdar ortaçin, turkcell'in filan 20. Yili?? resmen en guzel donemde dogmusuz iletisim&pop yili?? i ?? 90'S;3
11880 prima nissan vestel denizbank teb turkcell popeyes bingo koçtaþ finansbank vodafone paronaya olmayanlar. #PARANOYAihtiyacý;3
31 Mart 2015'e kadarSPK/ Ertaþ: Turkcell gerekli adýmý atmazsa biz atarýz - Bloomberg HT http://www.bloomberght.com/haberler/haber/1569721-spk-ertas-turkcell-gerekli-adimi-atmazsa-biz-atariz …;3
NASA'dan finale kalan Türk'ü Turkcell CEO Süreyya Ciliv @sureyyaciliv hatýrlar mi? Gömülü resim için kalýcý baðlantý;3
Turkcell Sony xperia z2 kampanya fiyatý http://dlvr.it/5skCQt;3
Artikk turkcell bile msjj atmiyorr;3
Turkcell T50 ile ilgili ilk izlenimlerimiz bu videoda - Donaným Haber - http://incelemeyeri.com/inceleme/turkcell-t50-ile-ilgili-ilk-izlenimlerimiz-bu-videoda …;3
Balkansiad Sinerji toplantýsýnda Turkcell CEO su Sn .Süreyya Ciliv'i dinliyoruz. Gömülü resim için kalýcý baðlantý;3
@CeydaElmali @songulgaran ben turkcell kullanýyorum zenginim havasi yapiyo ama int paketi yok ahahah;3
turkcell casper via 5 kampanyasý http://wp.me/p40Wni-gRY;3
turkcell vestel venus 5.5 v kampanyasý http://wp.me/p40Wni-gRX;3
Turkcell Yurtdýþý Konuþma Paketi - Nexus TelekomTüm Turkcell Hatlýlara Ucuz Yurtdýþý Konuþma Paketleri. http://fb.me/3iYu44gL7;3
Iki gündür kullandýðýmýz bedava internetten sonra ya turkcell hazine buldu, ya da bizi bekleyen 200 TL lik bir borç var :/ @sevraaa;3
Beni mutlu eden þeylerden bir kaçý- 1 sms : Turkcell- 1 cevapsýz çaðrý : 444 0 532;3
Ýnternet Eriþimi: Turkcell Superonline gece kuþu kampanyasý nasýldýr ? http://dlvr.it/7Pmnsd  Technopat Sosyal;3
Turkcell Akýllý Kadýnlar Kulübü'nden akýllý öneriler : Hacer Haným'ýn Baský Atölyesi http://www.facebook.com/TurkcellAkilliKadinlarKulubu/app_360216020740554?app_data=eyJwYWdlIjoicHJhdGlrXC9kZXRhaWwiLCJxcyI6ImlkPTExMCJ9 …;3
Turkcell T50, 3 ayda 270 bin adet sattý! - Turkcell 2014... http://www.teknotava.net/turkcell-t50-3-ayda-270-bin-adet-satti-2/ … #Manþet;3
Turkcell Akýllý Kadýnlar Kulübü'nden akýllý öneriler : Yakalar Her Yerde! http://www.facebook.com/TurkcellAkilliKadinlarKulubu/app_360216020740554?app_data=eyJwYWdlIjoicHJhdGlrXC9kZXRhaWwiLCJxcyI6ImlkPTI0In0= …;3
Turkcell Akýllý Kadýnlar Kulübü'nden akýllý öneriler : 2013 Saç Modeli Trendleri http://www.facebook.com/TurkcellAkilliKadinlarKulubu/app_360216020740554?app_data=eyJwYWdlIjoicHJhdGlrXC9kZXRhaWwiLCJxcyI6ImlkPTIzIn0= …;3
Tek hayraným turkcell;3
Bir @YouTube oynatma listesine video ekledim: http://youtu.be/aLfQFcRwT-4?a  Yeni Nokia Lumia 925 þimdi Turkcell de reklamý;3
Bir @YouTube oynatma listesine video ekledim: http://youtu.be/iSwaZ2IW87w?a  Turkcell Profesyoneller Kulübü Ýþler Güçler Reklamý;3
2222turkcell aþkýna;3
@_ozgeyilmaz_ @tugcekucukuysal Ya iphone kullanamaz gelip turkcell e bok atarsin shdhdbbd allahim ya kimler kullanio iphone;3
Turkcell Akýllý Kadýnlar Kulübü'nden akýllý öneriler : Moda ve Güzellik Önerileri Yayýnda! http://www.facebook.com/TurkcellAkilliKadinlarKulubu/app_360216020740554?app_data=eyJwYWdlIjoicHJhdGlrXC9kZXRhaWwiLCJxcyI6ImlkPTI2MyJ9 …;3
@ozdemir_mrs  sen Turkcell'i deðilsn ki :DDD;3
Turkcell T50 Ekran Koruyucu Temperli Cam 19,80 TL eMc Teknoloji'den http://www.sanalpazar.com/Turkcell-T50-Ekran-Koruyucu-Temperli-Cam__isp33717973 … @sanalpazarcom aracýlýðýyla;3
DUYURU:Arkadaþlar Turkcell Geleceði Yazanlar Android Proglama Günü Mühendislik Fakültesi A-Blok 2-1 sýnýfýnda... http://fb.me/3uL98w6lz;3
Turkcell Akýllý Kadýnlar Kulübü'nden akýllý öneriler : Günde Bir Kase Brokoli ile Cilt Bakýmý http://www.facebook.com/TurkcellAkilliKadinlarKulubu/app_360216020740554?app_data=eyJwYWdlIjoicHJhdGlrXC9kZXRhaWwiLCJxcyI6ImlkPTEwOCJ9 …;3
Baba ve Gelin - Turkcell Reklamý: http://youtu.be/5cx72TVZyV0  @YouTube aracýlýðýylaDavara bak gerdek odasýna da girecek.;3
Turkcell Bilinmeyen Numaralarý Bulma ve Sorgulama http://bit.ly/1ukaOdK;3
Turkcell Çiftçi Birliði Manisa Traktör Kampanyasý http://kimkazandi.com/kampanya/turkcell-ciftci-birligi-manisa-traktor-kampanyasi … @kimkazandi aracýlýðýyla;3
Yalnýzlýk Turkcell'den gelen mesajý sonunakadar okumaktýr :-D :-D;3
Turkcell Bedava Ýnternet Yapma ve Ayarlarý http://wp.me/p4FDXi-Uv;3
"#buyrun#gece#vardiyasinda#bir#kahvemizi#icin ;) @ Kýrýkkale Turkcell Golabal Bilgi http://instagram.com/p/vjkxU6O60_/";3
"Photoset: benseninaq: ""Babam Turkcell’e cevap atýyo."" skdljfksdfksdjflksdj http://tmblr.co/ZYsF3s1VwC5Ny";3
Vodafone %25, Turkcell %50, aveada %75 derse bimcell ilahi bir þekilde bataryayý dolduruyoruz der.;3
#B1REB1R kampanyasý baþladý: Yýl sonuna kadar birçok markada 1 alana, diðerignçtrkcll’den hediye! Ayrýntýlar: http://gnctrkcll.turkcell.com.tr/frame/gnctrkcll-birebir …;3
Turkcell T50 alsamm mý acaba?kullanan var mý?;3
Turkcell bile mesaj atmýyo artik bana siz mi atcaksýnýz;3
@VodafoneDestek boþversene ya detaylý bilgi detaysýz bilgi fos sunuz baþka bir þey demiyorum. Turkcell belki sizden pahalý tarifeler veriyor;3
@raninitv @beelzebuby @zelecey @mortisssa Hakan Altun'un Turkcell reklamondaki þarký bize gelsin :D;3
Abnormal Summit izlerken hüngür hüngür aðlayacak duruma bile geldim. Turkcell'in baba temalý reklamýný izleyemiyorum. Çok kötü hissediyorum.;3
Esenyurt Belediyesi Teknoloji Zirvesinde: Esenyurt Belediyesi, 2014 Turkcell Teknoloji Zirvesinde yerini alara... http://tinyurl.com/lmvduy4;3
Saat 11.11 olmuþ, #TelefonunBaþýnda çaresiz bekliyorum. Bi' arasan fena mý olur yani? http://gnctrkcll.turkcell.com.tr/frame/sevgilim-beni-dusunuyor …;3
Arkadaþlar galiba turkcell bana küstü kaç gündür mesaj atmýyo :-D;3
'En ucuz #internet Türkiye'de' http://bit.ly/11gKqop  Turkcell Superonline Genel Müdürü Murat Erkan @finans_cafe 'ye konuk oldu;3
TURKCELL KAPANMAMA GARANTÝLÝ AÇIK HAT SROKTA !!!!!!!!!!!!!!!!!!!!!!!;3
Turkcell'den Türkiye'de bir ilk: Akýllý Öðrenme Platformu http://www.teknolojioku.com/haber/turkcellden-turkiyede-bir-ilk-akilli-ogrenme-platformu-23825.html …Özeti görüntüle 0 retweet 0 favori;3
Demek çýktýn ortaya :)) Neler neler falan yaþattýðýn yok olm, bugün annem ve babamla alýþveriþe gittik gitmiþken þu turkcell cep telefonu >;3
Turkcell Akademi ''Pazarlama'': @YouTube aracýlýðýyla http://youtu.be/6oYDcE0ifjw?a;3
Turkcell bile yanaþmýyor bu aralar o derece;3
BiP ile mesajlarýmý anýnda, daha eðlenceli gönderiyorum! Sen de hemen kullan! http://www.turkcell.com.tr/servisler/BiP;3
Yeniden Ba?lamak Seni Sevdimde Ne oldu Turkcell Efes Zengin Oldu…;3
Sirf turkcell'e mb kalmasin diye evde modem oldugu halde paket veriyi kullandigim dogrudur jsjxjxjxkx;3
Turkcell Hisse Yorumu / HSBC Yatýrým http://www.paraborsa.net/i/turkcell-hisse-yorumu-hsbc-yatirim-03-03-2014/ …;3
turkcell liyim avea mesaj atýyo amk;3
Rezan Kiraz, Turkcell Akýllý Kadýnlar Kulübü`nde sizler için burçlarý yorumluyor: Akrep Burcu Aralýk Yorumu http://www.facebook.com/TurkcellAkilliKadinlarKulubu/app_360216020740554?app_data=eyJwYWdlIjoiaG9yb3Njb3BlXC9kZXRhaWwiLCJxcyI6ImlkPTgmdHlwZT0zIn0= …;3
Turkcell Akýllý Kadýnlar Kulübü'nden akýllý öneriler : Saç Dökülmelerini Önlemek Ýçin http://www.facebook.com/TurkcellAkilliKadinlarKulubu/app_360216020740554?app_data=eyJwYWdlIjoicHJhdGlrXC9kZXRhaWwiLCJxcyI6ImlkPTI2OSJ9 …;3
Turkcell'le Bir Adým Önde Ol Profesyonel: @YouTube aracýlýðýyla http://youtu.be/ZbQgKFHjjcU?a;3
Þu turkcell bi bana mi mesaj atmiyo;3
Hayýr anne sevgilim falan yok ben turkcell'in mesajýna gülüyorum mal gibi.;3
Turkcell bayisinde çalýþan bi adamýn avea hat kullanmasý kadar saçma bu hayat.;3
Yakýnda çaresizlikten Turkcell'e çýkma teklifi etmeyi planlamýyor deðilim;3
Turkcell Kac Ceker Bilmiyorum Ama Esmerler Cok Seker  ?;3
turkcell adýný savaslardan almýs heralde ingilizler Türk'Celi geliyor diye mi bagýrdý acaba.;3
Hem Ekonomik Hem Akýllý Turkcell T40 ile Tanýþýn! Reklamý: @YouTube aracýlýðýyla http://youtu.be/K92rC0qWPvY?a;3
@SelcIan :( Turkcell 4 Arsýz belieberlar 3bir çkr ayýq o l satashma;3
Millet sevgilim var sansýn diye, Turkcell'den gelen mesajý gülerek okuyorum amk :d;3
+Baba bak Turkcellden fatura gelmiþ.-Telefon faturasý mý ?+Turkcell yazdýðýna göre doðalgaz baba :D;3
Çankýrýspor -->YAZ -->8071'e GÖNDER --> 5 TL BAÐIÞ YAP TURKCELL-->AVEA-->VODAFONE Bir Kýsa Mesaj'da Sen At Destek Ol. Gömülü resim için kalýcý baðlantý;3
Turkcell PAF Takýmý ilk aþamayý geçmiþim. Ýkinci aþama zevkli olacak gibi.;3
Turkcell Superonline CFO'su Önder Þenol 15. Yönetim Bilimleri Kongresi'nde! http://ybk.org.tr/   #ybk2014 Gömülü resim için kalýcý baðlantý;3
+Baba bak Turkcellden fatura gelmiþ.-Telefon faturasý mý ?+Turkcell yazdýðýna göre doðalgaz baba :dD:Dd;3
Hem Ekonomik Hem Akýllý Turkcell T40 ile Tanýþýn! Reklamý HD: http://youtu.be/SxyDuMwj9XM?a  via @YouTube;3
- Turkcell daha kalitelidir ama Avea daha ucuzdur ...                    Alexander Graham BELL;3
Türkcell'in Ücretsiz Mesajlaþma Servisi:BÝP! http://nokta32.com/haber-5740-iste_turkcellin_ucretsiz_anlik_mesajlasma_servisi_bip.html …@igin2132 @YSFCelil @HaticeARSEVEN @GzdeVural6 @aLiBozzDeMir @Turkcell;3
Ýþte Turkcell'in ücretsiz anlýk mesajlaþma servisi: Bip! http://fb.me/6q1a5jNrT;3
Geleceði Yazanlar Uygulama Maratonu’na baþvurular baþladý: Turkcell’in yerli mobil yazýlým seferberliði Gelece... http://tinyurl.com/py9tztd;3
? 1.52 Dakika için onlarla UZAN HAYATA.. Turkcell deðil... ?ÜÞENME de AÇ E MÝ...http://www.youtube.com/watch?v=D36JUfE1oYk … GECE TATLILARI ( 936);3
Turkcell 3. hamlesini Konya’da yaptý http://dlvr.it/59sJ99;3
@ftmblc72 gulyurt karsisi turkcell bayisinden;3
turkcell daha kaliteli ama avea daha ucuz A.Graham Bell;3
Drogba jübile maçý Chelsea-Galatasaray : 2-0 .. Turkcell Süper Lig hiç bitmesin.. Hadi ya ligin adý deðiþmiþ.. Drogba Türkiye'de;3
Turkcell diye mesaj attýðým birinin baþka operatör olmasi kadar acimasizdi hayat .;3
Galatasaray tüm hatlarýyla yükleniyor. Turkcell, Avea ve Vodafone..;3
Turkcell den mesaj beklerken sevgilim mesaj atýyor ya nasýl deli oluyorum anlatamam asdgdjad;3
Samsung S 4 extra silikonluya #kilifiniuydur duk @ http://kilifiniuydur.com  Istinye Park AVM Turkcell Magaza… http://instagram.com/p/lsqyeEgbuU/;3
Turkcell beleþ internet yaptý bütün Türkiye yaðmalayýnca bidaha yapmamak üzere yemin etti galiba :D;3
3 saattir uyuyorum ne bi mesaj ne bi arama turkcell bile unuttu. Ben ne zamandýr böyle yalnýzým mk;3
Turkcell'in o meþhur, duygusal reklamlarýnýn çok düþük skorlar aldýðýný biliyor musunuz? Hem de fiziksel testlerle olculen çalýsmalarda...;3
Sabri Sarýoðlu Turkcell Superonline Reklamý - maçtan önce atýþtýrmalýk http://youtu.be/2eHMJMKoyoo;3
2 gündür Turkcell'de mesaj atmýyo özledim :Dd;3
watsons turkcell akýllý kadýnlar kulübü nivea kampanyasý! http://wp.me/p40Wni-aw2;3
@hakanerdogan kesinlikle katiliyorum. Bugun Turkcell'de de ayni durum olsa yine ayni aksiyon gelir diye dusunuyorum.;3
+Baba bak turkcell'den fatura gelmiþ. -Telefon faturasýmý? +Yok DoðalGaz.;3
Turkcell Tim olarak fotoðraf çekinmeseydik olmazdý :)))) Gömülü resim için kalýcý baðlantý;3
1 ay boyunca 250 mb net istiyen dm atsýn :D turkcell :D;3
-Baba turkcell'den fatura gelmiþ+Telefon faturasý mý?-Turkcell yazdýðýna göre doðalgaz baba;3
Turkcell ozledim askýw mesaj at djdndndfg;3
Turkcell bile bana mesaj atmior amq hshdhbd;3
Caným kýzým adýný Turkcell de baþarý listesine yazdýrdý.Gurur duyuyorum kýzýmla. Gömülü resim için kalýcý baðlantý;3
Sms'im yarýn bitiyo ve yarýn pazar öyle bir gün bitiyo ki hll spr dvm turkcell .s.s;3
Turkcell olupta mesaj hakký olan var mý konusalým azcýk :)€;3
Call centerda olduðumdan beri egeli turkcell videosuna gülmüyorum arkadaþlar;3
Sevgilisi var sansýnlar diye turkcell mesajlarýný sýrýtarak okuyorum. Bi kasýlmalar o denli yani;3
@naptimkiben ya sýrf kýzýn mesajýna dakikasýnda cevap verebilmek için saniyeler içinde turkcell sitesine girip ucuz sms paketi aradým be;3
turkcell olupta avea'nýn sürekli mesaj atmasý gibi hayat...;3
Sýrf sevgilim varmýþ imaji yaratmak için Turkcell'den gelen mesajlarý sýrýtarak okuyorum. Iþte bunlar hep yokluktan.;3
MESAJ YOK. TURKCELL DEN BÝLE YOK.;3
Turkcell çaðrý merkezi samimiyeti abartmýþ mý ne, iyi ki varsýnýz dedi :);3
I'm at Turkcell Ýletisim Merkezi http://4sq.com/1kziS12;3
turkcell vinnwifimodem Ankarada bayilerin her birinde deðiþik fiyatlarda satýlýyor 250- 199-149-140-129 TL enson 120TLye buldum! # turkcell;3
I'm at SULTAN GSM TURKCELL AYRICALIKLAR DÜNYASI http://4sq.com/SkVMnr;3
Turkcell Görünümlü Avea;3
"Sitemize ""Turkcell Tablet Festivali -- Sony Xperia Tablet Z"" konusu eklenmistir. http://hurriyetin.com/turkcell-tablet-festivali-sony-xperia-tablet-z/ …";3
turkcell yeni Çiftçi hasat kampanyasý http://wp.me/p40Wni-9ZN;3
Sonunda Turkcell'den beklediðim mesaj geldi...Sürem dolmuþ artýk yükleme yapabilirim,zaman önemli erken olmaz indirim var iþin ucunda...;3
Kanka o kýz Avea'lý olmasýna raðmen Turkcell'den mesaj geliyormuþ ama sen bilirsin yinede.;3
ben zaten turkcell superonline a geçtim. hizi sanki daha iyi gibi ama ayni alt yapi ki :S kendimi kandiriyorum sanirim;3
BiP ile mesajlarýný anýnda ve eðlenceli gönder! AppStore: http://trcll.im/A4aDV  GooglePlay: http://trcll.im/u9n6Q  (turkcell uygulamasý);3
@SerminAtik turkcell vodafone dan daha çok yht ye ihtiyacýmýz var artýk bizimm :);3
Hadi anlat bakalým Vol 2. Fotoðraflarda aný yaþamak @ Turkcell Akademi http://instagram.com/p/mSuq2zMUFf/;3
"Turkcell Superonline Çukurova IK grubu. Kýsaca gülen yüzler ;))maþallah #selcukgrup #elektronet… http://instagram.com/p/mTDn-bsUCT/";3
Turkcell sana hayýrdýrrr ??;3
Turkcell man Gömülü resim için kalýcý baðlantý;3
